Date,Year,Month,Day,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
1986-03-20,1986,3,20,13.5,26.4,31.9,23.7,4.4,32.8
1986-03-19,1986,3,19,0.8,26.4,30.5,23.2,4.9,31.7
1986-03-18,1986,3,18,61.5,25.9,29.6,24.1,3.1,30.2
1986-03-17,1986,3,17,0.0,27.6,32.4,25.3,5.7,26.6
1986-03-16,1986,3,16,0.0,27.3,30.6,25.4,4.4,15.1
1986-03-15,1986,3,15,0.0,27.3,31.5,24.6,7.2,21.6
1986-03-14,1986,3,14,2.3,27.4,31.6,24.7,7.7,29.9
1986-03-13,1986,3,13,0.0,27.3,32.1,24.2,10.3,43.6
1986-03-12,1986,3,12,0.1,26.9,31.2,24.5,7.8,30.2
1986-03-11,1986,3,11,4.0,26.1,30.2,26.9,5.2,39.6
1986-03-10,1986,3,10,0.1,26.7,30.5,24.6,10.3,37.8
1986-03-09,1986,3,9,8.5,24.7,27.7,22.6,3.8,31.3
1986-03-08,1986,3,8,14.3,25.2,28.5,23.2,8.2,35.3
1986-03-07,1986,3,7,24.5,25.4,27.1,23.8,10.6,45.4
1986-03-06,1986,3,6,71.1,24.8,29.5,23.2,7.1,55.1
1986-03-05,1986,3,5,38.1,24.7,26.8,22.6,9.8,62.3
1986-03-04,1986,3,4,50.8,23.8,25.4,23.8,12.2,54.4
1986-03-03,1986,3,3,9.4,25.7,30.7,24.2,22.2,79.2
1986-03-02,1986,3,2,11.4,25.9,30.0,23.2,16.5,58.3
1986-03-01,1986,3,1,0.0,27.6,32.3,25.5,19.7,51.5
1986-02-28,1986,2,28,0.0,27.4,33.0,25.0,16.4,46.4
1986-02-27,1986,2,27,0.0,27.6,32.5,24.6,17.4,46.4
1986-02-26,1986,2,26,0.0,27.2,31.6,25.0,14.4,38.9
1986-02-25,1986,2,25,0.0,27.2,32.4,23.5,11.6,41.4
1986-02-24,1986,2,24,0.0,27.3,32.9,23.8,9.8,39.6
1986-02-23,1986,2,23,0.0,27.2,32.9,22.8,13.2,41.8
1986-02-22,1986,2,22,0.0,27.1,33.0,22.7,10.8,41.0
1986-02-21,1986,2,21,0.0,27.6,32.8,25.0,12.8,42.8
1986-02-20,1986,2,20,0.0,27.5,32.9,25.2,8.9,28.8
1986-02-19,1986,2,19,0.0,27.6,32.7,24.5,8.8,28.8
1986-02-18,1986,2,18,0.0,27.3,33.2,23.5,7.7,37.1
1986-02-17,1986,2,17,0.0,26.6,32.2,23.4,4.6,27.7
1986-02-16,1986,2,16,0.0,26.9,31.8,24.9,5.5,28.8
1986-02-15,1986,2,15,0.0,26.8,32.9,23.5,7.1,33.5
1986-02-14,1986,2,14,0.0,26.8,32.3,23.7,9.1,35.3
1986-02-13,1986,2,13,0.0,26.9,32.3,23.0,12.5,38.5
1986-02-12,1986,2,12,0.0,26.6,31.3,23.6,13.2,46.4
1986-02-11,1986,2,11,0.0,26.6,30.3,24.2,14.7,42.5
1986-02-10,1986,2,10,0.0,26.5,31.7,23.8,12.1,47.9
1986-02-09,1986,2,9,0.0,26.8,30.7,24.2,14.6,57.2
1986-02-08,1986,2,8,0.0,27.0,31.4,24.2,15.7,41.0
1986-02-07,1986,2,7,0.0,26.7,31.7,23.3,12.2,48.6
1986-02-06,1986,2,6,0.0,26.9,31.5,24.4,12.2,42.5
1986-02-05,1986,2,5,0.0,26.7,30.7,23.6,11.1,33.1
1986-02-04,1986,2,4,0.1,26.4,31.0,23.4,7.9,33.1
1986-02-03,1986,2,3,23.0,26.1,30.6,23.9,8.2,28.8
1986-02-02,1986,2,2,3.6,26.1,30.6,22.5,7.9,38.2
1986-02-01,1986,2,1,0.0,26.5,31.9,23.7,7.5,33.5
1986-01-31,1986,1,31,0.0,26.1,31.4,24.0,8.6,36.0
1986-01-30,1986,1,30,0.2,26.1,31.0,23.0,12.3,36.0
1986-01-29,1986,1,29,0.0,25.7,29.0,23.1,15.6,41.4
1986-01-28,1986,1,28,0.0,25.9,29.8,23.0,13.5,55.4
1986-01-27,1986,1,27,0.0,26.0,29.0,23.9,16.8,53.6
1986-01-26,1986,1,26,0.0,26.1,30.7,22.9,14.0,44.6
1986-01-25,1986,1,25,0.0,26.2,30.8,23.4,13.0,42.1
1986-01-24,1986,1,24,0.0,26.2,29.9,23.5,12.4,41.4
1986-01-23,1986,1,23,0.0,25.9,29.8,23.1,11.9,42.5
1986-01-22,1986,1,22,0.0,25.5,29.9,22.5,10.7,38.2
1986-01-21,1986,1,21,0.0,25.6,29.9,22.4,11.0,38.5
1986-01-20,1986,1,20,0.0,26.1,30.4,23.3,11.5,41.0
1986-01-19,1986,1,19,23.5,25.0,29.3,23.1,4.2,33.5
1986-01-18,1986,1,18,0.0,26.2,29.7,23.9,8.1,34.9
1986-01-17,1986,1,17,2.8,26.1,30.0,23.9,9.6,38.2
1986-01-16,1986,1,16,0.0,26.3,30.1,24.5,11.5,42.8
1986-01-15,1986,1,15,0.0,26.3,31.2,23.5,10.3,45.4
1986-01-14,1986,1,14,0.0,25.5,29.5,23.0,9.2,38.9
1986-01-13,1986,1,13,0.0,25.2,28.9,23.1,8.9,45.0
1986-01-12,1986,1,12,0.0,24.0,25.6,21.7,14.0,48.6
1986-01-11,1986,1,11,51.2,22.8,23.6,21.5,7.9,37.1
1986-01-10,1986,1,10,32.3,24.0,26.3,23.0,9.2,45.7
1986-01-09,1986,1,9,95.6,24.6,26.2,23.2,12.4,51.8
1986-01-08,1986,1,8,48.7,25.0,26.6,23.8,13.3,65.2
1986-01-07,1986,1,7,15.1,25.7,28.7,24.1,16.8,63.4
1986-01-06,1986,1,6,1.6,25.7,29.7,23.8,16.9,67.0
1986-01-05,1986,1,5,24.0,25.5,28.9,23.8,17.8,61.6
1986-01-04,1986,1,4,10.5,27.2,31.0,24.6,13.5,43.9
1986-01-03,1986,1,3,1.4,27.0,31.1,25.1,12.1,41.8
1986-01-02,1986,1,2,0.0,26.2,30.3,23.7,11.5,44.3
1986-01-01,1986,1,1,1.3,26.9,31.4,24.2,7.7,39.6
1985-12-31,1985,12,31,0.0,26.6,30.4,23.8,10.1,37.1
1985-12-30,1985,12,30,0.0,26.9,31.6,24.2,13.3,43.9
1985-12-29,1985,12,29,0.0,26.7,30.6,24.2,12.8,46.1
1985-12-28,1985,12,28,1.2,26.4,30.0,24.1,15.9,47.9
1985-12-27,1985,12,27,2.4,26.2,30.5,23.8,11.4,51.5
1985-12-26,1985,12,26,0.0,26.5,30.5,24.0,11.8,42.5
1985-12-25,1985,12,25,0.0,26.9,31.0,24.4,16.8,52.9
1985-12-24,1985,12,24,0.3,25.9,29.7,23.5,13.9,54.7
1985-12-23,1985,12,23,23.7,25.1,27.6,22.9,8.1,47.5
1985-12-22,1985,12,22,28.3,27.4,32.4,24.2,6.6,33.8
1985-12-21,1985,12,21,0.0,26.9,31.0,23.8,8.6,29.2
1985-12-20,1985,12,20,48.5,26.4,31.1,23.5,7.5,29.2
1985-12-19,1985,12,19,2.1,25.7,27.6,24.3,5.2,23.0
1985-12-18,1985,12,18,86.8,25.9,30.8,23.5,6.6,39.6
1985-12-17,1985,12,17,8.7,25.7,30.0,23.9,7.7,38.9
1985-12-16,1985,12,16,6.1,25.4,28.8,24.1,7.2,37.8
1985-12-15,1985,12,15,5.6,25.4,28.4,23.7,4.7,33.1
1985-12-14,1985,12,14,0.0,25.5,27.1,23.5,3.2,43.2
1985-12-13,1985,12,13,2.2,26.6,30.8,24.0,3.9,43.9
1985-12-12,1985,12,12,9.8,25.9,30.6,23.4,3.0,52.9
1985-12-11,1985,12,11,8.8,26.1,31.8,23.1,4.1,41.8
1985-12-10,1985,12,10,0.2,24.8,26.5,22.9,2.2,34.2
1985-12-09,1985,12,9,9.6,25.7,30.6,23.4,4.0,30.6
1985-12-08,1985,12,8,42.2,25.1,30.5,23.2,3.6,37.4
1985-12-07,1985,12,7,21.8,25.8,31.0,23.2,2.4,32.4
1985-12-06,1985,12,6,10.5,26.2,32.0,24.3,3.1,31.0
1985-12-05,1985,12,5,20.0,25.9,31.4,23.8,3.5,37.1
1985-12-04,1985,12,4,0.0,26.0,29.8,23.7,5.4,34.9
1985-12-03,1985,12,3,1.0,25.3,28.7,23.8,4.7,27.7
1985-12-02,1985,12,2,0.3,26.4,31.5,23.9,3.6,36.7
1985-12-01,1985,12,1,0.0,26.8,31.7,23.8,5.1,28.1
1985-11-30,1985,11,30,2.1,26.2,30.5,24.3,4.4,53.3
1985-11-29,1985,11,29,3.9,26.2,31.1,23.4,3.7,32.0
1985-11-28,1985,11,28,0.5,25.9,31.0,24.1,4.0,46.1
1985-11-27,1985,11,27,1.3,27.0,31.8,24.3,5.1,49.7
1985-11-26,1985,11,26,0.0,26.3,29.6,24.1,1.2,19.1
1985-11-25,1985,11,25,0.4,27.0,32.0,23.5,6.1,35.6
1985-11-24,1985,11,24,9.1,26.4,30.8,22.6,3.6,29.9
1985-11-23,1985,11,23,38.0,27.2,31.3,22.5,5.2,56.5
1985-11-22,1985,11,22,0.5,27.6,32.2,24.7,4.7,34.6
1985-11-21,1985,11,21,0.0,27.5,32.2,24.8,4.0,35.3
1985-11-20,1985,11,20,0.0,27.2,31.4,23.4,4.2,31.3
1985-11-19,1985,11,19,12.2,26.7,30.5,24.5,3.9,32.8
1985-11-18,1985,11,18,0.1,27.2,33.0,24.5,4.6,56.2
1985-11-17,1985,11,17,0.3,27.2,32.2,24.2,2.7,31.3
1985-11-16,1985,11,16,0.0,27.5,32.4,23.3,2.9,37.1
1985-11-15,1985,11,15,5.4,25.6,31.1,23.6,2.8,32.0
1985-11-14,1985,11,14,0.2,26.1,29.4,23.8,4.4,33.1
1985-11-13,1985,11,13,0.7,26.0,28.7,23.4,5.1,51.5
1985-11-12,1985,11,12,0.9,26.7,30.7,24.7,2.7,25.6
1985-11-11,1985,11,11,1.0,26.9,30.7,23.8,6.3,40.0
1985-11-10,1985,11,10,0.1,26.3,30.9,24.2,2.4,27.7
1985-11-09,1985,11,9,0.0,26.8,31.3,24.1,3.9,23.4
1985-11-08,1985,11,8,12.3,26.3,31.0,22.8,5.0,29.5
1985-11-07,1985,11,7,34.2,25.1,29.7,23.0,2.6,26.6
1985-11-06,1985,11,6,4.5,25.7,31.5,23.8,2.5,34.9
1985-11-05,1985,11,5,0.9,26.8,31.1,24.0,2.6,22.0
1985-11-04,1985,11,4,0.0,26.4,31.8,23.8,2.5,25.6
1985-11-03,1985,11,3,38.2,25.8,30.9,23.7,1.8,25.9
1985-11-02,1985,11,2,12.6,26.4,30.8,24.2,3.6,54.0
1985-11-01,1985,11,1,0.0,26.9,32.0,24.0,3.3,26.3
1985-10-31,1985,10,31,11.5,26.1,31.1,23.9,2.0,35.3
1985-10-30,1985,10,30,2.5,26.2,30.0,24.6,0.6,26.3
1985-10-29,1985,10,29,9.4,26.3,29.7,24.5,2.5,25.6
1985-10-28,1985,10,28,0.0,27.2,31.7,24.1,4.5,40.3
1985-10-27,1985,10,27,1.3,26.7,30.3,24.2,2.1,20.5
1985-10-26,1985,10,26,1.8,27.3,32.5,24.4,3.1,28.4
1985-10-25,1985,10,25,1.4,27.1,30.9,24.5,5.2,36.4
1985-10-24,1985,10,24,2.2,26.8,30.9,23.4,4.3,27.4
1985-10-23,1985,10,23,1.0,26.3,30.4,24.3,3.0,20.5
1985-10-22,1985,10,22,4.9,26.3,30.5,24.3,3.6,37.4
1985-10-21,1985,10,21,1.0,26.1,30.5,22.7,4.1,41.8
1985-10-20,1985,10,20,18.1,26.3,31.2,24.3,3.0,46.4
1985-10-19,1985,10,19,0.0,26.5,29.1,23.0,2.0,35.6
1985-10-18,1985,10,18,27.6,27.6,33.4,23.2,3.0,40.7
1985-10-17,1985,10,17,0.8,25.6,28.8,23.8,5.2,50.8
1985-10-16,1985,10,16,10.1,27.7,31.9,23.3,5.0,38.9
1985-10-15,1985,10,15,0.0,27.9,31.7,25.5,5.0,27.4
1985-10-14,1985,10,14,0.0,27.1,30.6,23.3,4.7,43.2
1985-10-13,1985,10,13,0.0,26.8,30.7,21.7,5.3,73.1
1985-10-12,1985,10,12,9.7,28.2,32.5,24.6,8.4,40.3
1985-10-11,1985,10,11,5.1,26.4,30.9,24.0,4.4,63.7
1985-10-10,1985,10,10,0.0,26.6,31.4,23.4,2.8,27.4
1985-10-09,1985,10,9,8.6,25.0,27.0,23.0,2.5,42.1
1985-10-08,1985,10,8,0.0,27.2,30.7,25.1,7.8,32.8
1985-10-07,1985,10,7,0.2,27.1,30.4,25.2,2.7,28.8
1985-10-06,1985,10,6,0.0,27.1,31.1,24.3,2.4,35.3
1985-10-05,1985,10,5,0.0,27.7,31.0,25.7,7.5,37.8
1985-10-04,1985,10,4,0.0,27.1,31.4,23.3,6.9,29.9
1985-10-03,1985,10,3,30.2,24.7,26.5,22.5,4.6,40.7
1985-10-02,1985,10,2,17.5,26.7,30.5,23.8,5.6,37.4
1985-10-01,1985,10,1,4.1,25.7,28.8,24.2,3.0,33.1
1985-09-30,1985,9,30,0.0,26.4,30.7,24.4,4.0,46.4
1985-09-29,1985,9,29,8.9,25.8,28.0,23.6,6.6,38.2
1985-09-28,1985,9,28,4.2,27.8,31.2,24.5,7.8,37.8
1985-09-27,1985,9,27,0.0,27.8,31.9,24.6,6.0,40.7
1985-09-26,1985,9,26,0.0,26.6,31.2,23.5,4.5,35.3
1985-09-25,1985,9,25,0.0,26.8,31.3,24.4,3.4,31.0
1985-09-24,1985,9,24,9.9,25.9,30.0,24.0,2.7,34.6
1985-09-23,1985,9,23,1.8,26.1,28.2,24.6,3.1,33.1
1985-09-22,1985,9,22,4.4,26.9,31.9,24.8,3.1,49.3
1985-09-21,1985,9,21,0.0,27.4,31.5,24.0,6.3,26.6
1985-09-20,1985,9,20,2.7,27.7,31.6,24.7,4.2,29.2
1985-09-19,1985,9,19,0.2,26.2,30.5,23.5,4.5,43.2
1985-09-18,1985,9,18,7.7,27.1,32.3,23.5,3.8,41.0
1985-09-17,1985,9,17,0.0,26.3,29.6,22.9,4.6,34.2
1985-09-16,1985,9,16,4.8,26.6,31.3,23.1,4.5,38.2
1985-09-15,1985,9,15,0.2,27.0,30.7,24.1,6.7,56.9
1985-09-14,1985,9,14,2.8,26.0,29.1,22.1,2.9,43.9
1985-09-13,1985,9,13,6.5,27.3,31.8,24.2,5.6,33.8
1985-09-12,1985,9,12,1.6,26.5,30.5,23.2,3.6,31.3
1985-09-11,1985,9,11,19.8,26.7,32.2,22.5,5.3,33.8
1985-09-10,1985,9,10,4.5,27.3,32.3,24.0,8.3,45.7
1985-09-09,1985,9,9,0.0,27.5,31.8,24.1,5.1,27.4
1985-09-08,1985,9,8,8.2,27.0,32.1,23.4,5.5,49.3
1985-09-07,1985,9,7,0.0,28.8,32.5,26.0,9.7,31.7
1985-09-06,1985,9,6,0.0,28.8,31.9,25.9,14.2,34.2
1985-09-05,1985,9,5,0.0,28.1,31.7,25.9,10.2,36.0
1985-09-04,1985,9,4,0.0,27.2,31.5,22.8,10.7,36.7
1985-09-03,1985,9,3,0.5,25.8,30.8,23.6,5.9,66.6
1985-09-02,1985,9,2,22.0,26.2,29.2,22.7,6.2,37.1
1985-09-01,1985,9,1,0.0,26.7,29.5,24.8,4.9,28.1
1985-08-31,1985,8,31,2.1,27.6,31.9,25.0,11.0,54.4
1985-08-30,1985,8,30,0.0,28.9,33.0,27.1,11.4,45.4
1985-08-29,1985,8,29,0.0,28.6,32.0,25.5,12.4,30.6
1985-08-28,1985,8,28,0.0,28.6,32.1,25.7,12.7,34.6
1985-08-27,1985,8,27,0.0,28.3,32.1,25.5,14.2,40.3
1985-08-26,1985,8,26,0.0,28.1,31.9,25.0,8.2,34.2
1985-08-25,1985,8,25,0.0,27.0,31.1,24.5,5.6,32.0
1985-08-24,1985,8,24,0.0,28.8,32.3,25.7,11.2,31.0
1985-08-23,1985,8,23,0.0,28.6,32.4,26.2,14.8,37.8
1985-08-22,1985,8,22,0.0,28.1,31.0,26.7,10.8,34.6
1985-08-21,1985,8,21,0.0,28.6,31.5,26.7,12.0,29.5
1985-08-20,1985,8,20,20.5,26.6,31.0,24.0,5.4,53.3
1985-08-19,1985,8,19,0.4,27.7,32.5,24.6,7.4,42.8
1985-08-18,1985,8,18,1.2,27.6,31.9,25.2,7.8,38.9
1985-08-17,1985,8,17,0.0,27.9,31.1,25.4,8.9,36.4
1985-08-16,1985,8,16,0.0,27.8,32.2,24.7,10.4,35.3
1985-08-15,1985,8,15,1.4,25.9,28.5,21.3,5.8,50.4
1985-08-14,1985,8,14,21.4,28.1,31.2,26.2,8.2,37.8
1985-08-13,1985,8,13,2.1,27.5,30.4,23.7,12.0,40.3
1985-08-12,1985,8,12,0.0,28.3,32.1,25.9,13.8,41.8
1985-08-11,1985,8,11,0.0,28.3,31.9,25.7,15.5,37.8
1985-08-10,1985,8,10,0.0,28.1,32.4,25.3,15.1,45.7
1985-08-09,1985,8,9,0.4,27.4,30.9,25.7,8.5,38.5
1985-08-08,1985,8,8,0.0,28.0,31.6,25.5,13.9,35.6
1985-08-07,1985,8,7,1.8,27.1,31.5,23.7,10.2,51.8
1985-08-06,1985,8,6,0.0,27.2,30.8,23.9,7.6,35.6
1985-08-05,1985,8,5,0.0,26.3,29.2,24.3,2.3,27.0
1985-08-04,1985,8,4,0.6,26.5,31.0,24.9,3.8,39.6
1985-08-03,1985,8,3,0.0,26.7,30.2,24.0,7.2,36.4
1985-08-02,1985,8,2,5.0,27.0,32.5,23.8,4.4,39.6
1985-08-01,1985,8,1,0.0,28.6,32.1,26.7,10.0,51.1
1985-07-31,1985,7,31,0.0,28.0,31.6,25.4,7.6,27.7
1985-07-30,1985,7,30,0.0,27.2,30.7,25.1,6.3,26.3
1985-07-29,1985,7,29,0.0,26.8,30.5,24.3,6.4,36.4
1985-07-28,1985,7,28,0.9,26.6,30.4,24.1,4.1,44.3
1985-07-27,1985,7,27,0.3,26.2,29.4,24.0,3.0,27.4
1985-07-26,1985,7,26,0.0,26.8,29.1,24.8,4.9,35.3
1985-07-25,1985,7,25,6.9,26.3,30.6,23.3,5.0,50.4
1985-07-24,1985,7,24,0.9,26.3,29.9,22.5,5.6,34.9
1985-07-23,1985,7,23,2.6,26.6,31.2,23.2,4.2,29.2
1985-07-22,1985,7,22,4.4,25.6,30.2,22.8,3.2,41.8
1985-07-21,1985,7,21,1.8,25.1,28.4,23.0,1.8,19.4
1985-07-20,1985,7,20,0.3,25.9,29.4,23.2,3.6,32.0
1985-07-19,1985,7,19,2.5,26.6,30.6,24.4,3.4,39.6
1985-07-18,1985,7,18,26.2,26.6,30.1,21.9,3.8,47.2
1985-07-17,1985,7,17,0.0,27.9,31.7,25.1,3.7,38.9
1985-07-16,1985,7,16,0.0,27.5,32.4,24.2,2.3,23.4
1985-07-15,1985,7,15,9.7,27.4,31.5,23.5,3.6,27.4
1985-07-14,1985,7,14,0.0,27.1,30.8,23.5,4.0,20.2
1985-07-13,1985,7,13,32.2,25.2,30.8,21.0,3.3,44.3
1985-07-12,1985,7,12,0.0,28.7,32.5,26.4,9.1,34.2
1985-07-11,1985,7,11,0.0,28.0,32.1,24.5,6.3,25.6
1985-07-10,1985,7,10,0.0,27.0,31.0,24.0,3.0,25.6
1985-07-09,1985,7,9,2.3,25.4,28.4,22.1,4.3,51.8
1985-07-08,1985,7,8,21.3,27.7,31.3,24.2,3.1,24.8
1985-07-07,1985,7,7,6.0,26.0,28.1,22.1,2.2,32.0
1985-07-06,1985,7,6,0.0,28.0,31.9,24.6,2.3,24.1
1985-07-05,1985,7,5,0.0,27.7,31.6,25.8,5.9,37.4
1985-07-04,1985,7,4,1.2,28.0,31.7,25.6,5.9,30.2
1985-07-03,1985,7,3,12.3,26.9,30.0,23.0,5.7,36.4
1985-07-02,1985,7,2,0.0,28.9,33.3,25.4,5.8,33.1
1985-07-01,1985,7,1,0.0,28.7,32.5,25.5,6.9,33.1
1985-06-30,1985,6,30,0.6,27.5,32.3,24.7,6.2,37.1
1985-06-29,1985,6,29,1.8,28.4,31.4,24.3,4.9,54.7
1985-06-28,1985,6,28,0.0,29.5,33.1,26.2,8.2,32.8
1985-06-27,1985,6,27,0.0,29.8,34.0,26.8,10.7,33.1
1985-06-26,1985,6,26,0.0,30.0,34.1,27.7,10.8,32.0
1985-06-25,1985,6,25,0.0,29.8,35.0,27.1,8.0,34.2
1985-06-24,1985,6,24,0.0,29.1,34.1,25.6,5.0,35.6
1985-06-23,1985,6,23,0.0,28.6,32.9,23.5,4.8,31.3
1985-06-22,1985,6,22,2.7,29.5,34.7,25.6,5.6,37.1
1985-06-21,1985,6,21,0.0,28.6,32.5,25.6,4.8,35.3
1985-06-20,1985,6,20,0.0,28.5,33.1,25.2,3.9,32.8
1985-06-19,1985,6,19,0.0,28.2,31.6,26.2,4.4,31.7
1985-06-18,1985,6,18,0.2,27.9,31.7,24.3,6.7,44.6
1985-06-17,1985,6,17,0.4,28.7,32.8,25.6,7.5,43.2
1985-06-16,1985,6,16,0.0,26.6,29.7,24.4,3.5,33.8
1985-06-15,1985,6,15,1.0,27.6,32.0,23.4,2.7,52.2
1985-06-14,1985,6,14,0.2,28.3,31.5,24.5,5.7,52.6
1985-06-13,1985,6,13,0.0,28.5,32.3,25.5,8.0,29.9
1985-06-12,1985,6,12,0.0,26.8,31.5,23.6,4.9,36.4
1985-06-11,1985,6,11,9.9,27.8,31.8,24.4,4.7,28.1
1985-06-10,1985,6,10,0.0,28.7,32.0,25.9,3.6,23.8
1985-06-09,1985,6,9,1.1,27.1,28.8,23.6,2.7,38.9
1985-06-08,1985,6,8,0.0,27.7,30.5,25.0,3.1,28.4
1985-06-07,1985,6,7,0.3,27.6,31.0,25.3,0.7,20.9
1985-06-06,1985,6,6,0.0,27.0,29.7,24.6,4.4,31.3
1985-06-05,1985,6,5,0.0,27.5,29.6,25.0,4.4,44.3
1985-06-04,1985,6,4,7.0,27.6,32.0,24.8,5.7,46.8
1985-06-03,1985,6,3,5.6,26.9,30.9,24.9,1.3,38.2
1985-06-02,1985,6,2,1.4,27.9,32.9,25.6,2.2,39.6
1985-06-01,1985,6,1,4.8,28.2,32.3,24.5,3.8,42.1
1985-05-31,1985,5,31,0.0,28.8,31.7,24.8,6.8,26.6
1985-05-30,1985,5,30,0.0,29.7,33.0,26.7,13.7,34.6
1985-05-29,1985,5,29,0.0,29.9,32.8,28.0,16.3,33.5
1985-05-28,1985,5,28,0.0,29.2,32.8,25.7,8.3,28.1
1985-05-27,1985,5,27,0.0,27.2,32.3,23.5,4.0,30.6
1985-05-26,1985,5,26,36.2,27.6,30.1,24.0,10.2,32.0
1985-05-25,1985,5,25,0.2,27.9,31.7,25.4,6.8,43.2
1985-05-24,1985,5,24,0.0,28.5,32.1,25.4,5.9,26.3
1985-05-23,1985,5,23,0.0,27.2,31.6,24.6,4.2,37.4
1985-05-22,1985,5,22,0.8,27.1,31.4,24.3,5.4,29.5
1985-05-21,1985,5,21,4.6,26.1,30.1,24.4,3.0,32.0
1985-05-20,1985,5,20,4.5,27.2,30.9,25.0,3.2,28.1
1985-05-19,1985,5,19,7.0,26.6,30.0,25.0,1.6,26.6
1985-05-18,1985,5,18,1.1,27.6,32.9,25.0,2.4,28.4
1985-05-17,1985,5,17,0.0,28.2,33.0,25.3,3.0,28.1
1985-05-16,1985,5,16,3.1,27.7,30.7,25.5,4.3,41.8
1985-05-15,1985,5,15,0.0,28.0,31.2,25.7,2.2,24.5
1985-05-14,1985,5,14,0.0,28.2,32.5,25.4,5.0,33.8
1985-05-13,1985,5,13,11.2,26.9,30.0,23.5,5.9,39.6
1985-05-12,1985,5,12,0.0,27.4,31.5,25.0,2.7,28.8
1985-05-11,1985,5,11,0.0,28.5,32.6,26.0,4.1,32.0
1985-05-10,1985,5,10,0.0,28.2,32.5,25.5,4.8,28.8
1985-05-09,1985,5,9,0.0,28.2,32.0,25.5,3.0,22.7
1985-05-08,1985,5,8,0.0,28.6,33.6,25.2,4.5,48.6
1985-05-07,1985,5,7,0.0,28.2,32.7,24.4,6.4,24.5
1985-05-06,1985,5,6,0.3,27.3,32.4,24.8,3.1,36.0
1985-05-05,1985,5,5,0.5,28.2,31.8,25.7,5.6,49.3
1985-05-04,1985,5,4,0.0,28.4,32.3,25.0,6.9,31.7
1985-05-03,1985,5,3,0.6,27.6,30.0,24.2,8.0,36.4
1985-05-02,1985,5,2,0.0,29.2,32.3,26.6,10.4,29.9
1985-05-01,1985,5,1,0.0,28.3,31.5,26.0,7.1,50.4
1985-04-30,1985,4,30,0.0,28.2,32.1,25.5,6.8,35.3
1985-04-29,1985,4,29,0.0,27.2,31.5,24.7,4.3,55.4
1985-04-28,1985,4,28,6.1,27.2,31.2,24.3,6.0,56.5
1985-04-27,1985,4,27,0.7,27.1,31.3,24.6,3.9,33.1
1985-04-26,1985,4,26,0.0,27.8,32.2,24.9,5.3,31.3
1985-04-25,1985,4,25,0.3,27.8,32.4,23.7,6.2,47.9
1985-04-24,1985,4,24,7.7,27.0,30.7,22.4,6.6,42.8
1985-04-23,1985,4,23,13.3,26.8,30.4,24.7,5.5,59.8
1985-04-22,1985,4,22,1.4,27.8,32.1,25.8,3.0,34.9
1985-04-21,1985,4,21,0.0,27.4,32.4,23.5,3.0,65.9
1985-04-20,1985,4,20,1.1,27.9,34.2,23.8,4.8,56.5
1985-04-19,1985,4,19,0.0,27.8,33.5,24.9,2.3,33.8
1985-04-18,1985,4,18,0.0,28.1,33.1,25.5,4.9,37.8
1985-04-17,1985,4,17,0.0,27.6,33.7,24.1,6.3,36.0
1985-04-16,1985,4,16,0.8,25.6,27.3,23.0,3.6,36.7
1985-04-15,1985,4,15,4.1,27.6,31.9,23.8,4.3,22.7
1985-04-14,1985,4,14,1.8,26.3,30.3,24.1,3.4,47.5
1985-04-13,1985,4,13,2.5,27.1,32.5,24.3,4.4,39.6
1985-04-12,1985,4,12,19.9,26.7,33.7,23.0,5.3,66.6
1985-04-11,1985,4,11,29.3,27.2,33.5,23.3,4.2,86.0
1985-04-10,1985,4,10,0.0,28.1,33.3,25.5,4.6,41.4
1985-04-09,1985,4,9,0.0,28.9,33.0,26.5,9.5,35.3
1985-04-08,1985,4,8,0.0,28.0,32.4,24.8,7.9,31.7
1985-04-07,1985,4,7,0.0,26.7,32.1,24.4,1.9,31.3
1985-04-06,1985,4,6,21.5,26.0,31.2,23.6,2.9,39.6
1985-04-05,1985,4,5,0.0,28.6,33.6,25.3,10.1,36.7
1985-04-04,1985,4,4,0.0,28.2,32.9,24.5,7.2,33.1
1985-04-03,1985,4,3,0.0,28.2,33.0,24.9,9.6,46.8
1985-04-02,1985,4,2,0.0,28.0,32.5,25.2,8.4,34.2
1985-04-01,1985,4,1,0.0,27.5,31.6,24.7,8.7,47.9
1985-03-31,1985,3,31,16.8,26.8,32.5,23.7,5.0,38.5
1985-03-30,1985,3,30,11.2,26.8,32.6,23.6,4.5,45.4
1985-03-29,1985,3,29,0.0,28.0,33.2,25.0,6.5,37.8
1985-03-28,1985,3,28,0.0,27.5,31.2,24.8,4.2,24.1
1985-03-27,1985,3,27,0.0,27.8,32.3,24.5,9.3,46.4
1985-03-26,1985,3,26,0.0,27.6,32.7,24.3,6.0,27.4
1985-03-25,1985,3,25,0.4,26.6,31.6,24.3,5.7,36.0
1985-03-24,1985,3,24,2.2,27.3,32.6,24.7,4.4,37.1
1985-03-23,1985,3,23,0.0,28.3,33.2,24.8,14.4,44.3
1985-03-22,1985,3,22,0.0,28.0,33.3,24.8,10.5,46.1
1985-03-21,1985,3,21,0.4,27.2,32.6,24.8,4.2,34.2
1985-03-20,1985,3,20,0.0,28.0,32.6,24.8,11.2,41.4
